Instance,Nodes,Failures,Solutions,Completed,TotalExecutionTimeMillis,JavaExecutionTimeMillis,PythonAIExecutionTimeMillis,NumberOfCallsToPropagate,Threshold
/home/users/c/d/cderuyck/java/filtered_xml_instances_train/Kakuro-hard-137-sumdiff,2,2,0,true,25,1,21,42,0.20
/home/users/c/d/cderuyck/java/filtered_xml_instances_train/Kakuro-hard-137-sumdiff,2,2,0,true,27,1,23,44,0.30
/home/users/c/d/cderuyck/java/filtered_xml_instances_train/Kakuro-hard-137-sumdiff,2,2,0,true,26,1,22,43,0.40
/home/users/c/d/cderuyck/java/filtered_xml_instances_train/Kakuro-hard-137-sumdiff,2,2,0,true,26,1,23,44,0.50
/home/users/c/d/cderuyck/java/filtered_xml_instances_train/Kakuro-hard-137-sumdiff,2,2,0,true,26,1,22,44,0.60
/home/users/c/d/cderuyck/java/filtered_xml_instances_train/Kakuro-hard-137-sumdiff,2,2,0,true,53,1,50,42,0.70
/home/users/c/d/cderuyck/java/filtered_xml_instances_train/Kakuro-hard-137-sumdiff,4,3,0,true,51,1,44,87,0.80
/home/users/c/d/cderuyck/java/filtered_xml_instances_train/Kakuro-hard-137-sumdiff,1698,850,0,true,9627,103,8627,20605,0.90
/home/users/c/d/cderuyck/java/filtered_xml_instances_train/Allergy,2,1,1,true,2,2,0,3,0.10
/home/users/c/d/cderuyck/java/filtered_xml_instances_train/Allergy,2,1,1,true,0,0,0,3,0.20
/home/users/c/d/cderuyck/java/filtered_xml_instances_train/Allergy,2,1,1,true,0,0,0,3,0.30
/home/users/c/d/cderuyck/java/filtered_xml_instances_train/Allergy,2,1,1,true,0,0,0,3,0.40
/home/users/c/d/cderuyck/java/filtered_xml_instances_train/Allergy,2,1,1,true,0,0,0,3,0.50
/home/users/c/d/cderuyck/java/filtered_xml_instances_train/Allergy,2,1,1,true,0,0,0,3,0.60
/home/users/c/d/cderuyck/java/filtered_xml_instances_train/Allergy,2,1,1,true,0,0,0,3,0.70
/home/users/c/d/cderuyck/java/filtered_xml_instances_train/Allergy,2,1,1,true,0,0,0,3,0.80
/home/users/c/d/cderuyck/java/filtered_xml_instances_train/Allergy,2,1,1,true,0,0,0,3,0.90
/home/users/c/d/cderuyck/java/filtered_xml_instances_train/AllInterval-009,562376,281070,119,true,824903,10665,735305,1435695,0.10
/home/users/c/d/cderuyck/java/filtered_xml_instances_train/AllInterval-009,564246,282005,119,true,828740,10674,738342,1440779,0.20
/home/users/c/d/cderuyck/java/filtered_xml_instances_train/AllInterval-009,564414,282089,119,true,828987,10761,738817,1441593,0.30
/home/users/c/d/cderuyck/java/filtered_xml_instances_train/AllInterval-009,564638,282200,120,true,826669,10642,737133,1442666,0.40
/home/users/c/d/cderuyck/java/filtered_xml_instances_train/AllInterval-009,564850,282306,120,true,829481,10723,739279,1443476,0.50
/home/users/c/d/cderuyck/java/filtered_xml_instances_train/AllInterval-009,566102,282932,120,true,831353,10694,741182,1446789,0.60
/home/users/c/d/cderuyck/java/filtered_xml_instances_train/AllInterval-009,566318,283040,120,true,831568,10770,740324,1446750,0.70
/home/users/c/d/cderuyck/java/filtered_xml_instances_train/AllInterval-009,566978,283370,120,true,829842,10677,739988,1448528,0.80
/home/users/c/d/cderuyck/java/filtered_xml_instances_train/AllInterval-009,567684,283723,120,true,832778,10790,742120,1450642,0.90
/home/users/c/d/cderuyck/java/filtered_xml_instances_train/Kakuro-hard-010-sumdiff,2,2,0,true,96,54,27,30,0.10
/home/users/c/d/cderuyck/java/filtered_xml_instances_train/Kakuro-hard-010-sumdiff,2,2,0,true,17,4,10,21,0.20
/home/users/c/d/cderuyck/java/filtered_xml_instances_train/Kakuro-hard-010-sumdiff,2,2,0,true,27,4,20,32,0.30
/home/users/c/d/cderuyck/java/filtered_xml_instances_train/Kakuro-hard-010-sumdiff,2,2,0,true,24,3,18,32,0.40
/home/users/c/d/cderuyck/java/filtered_xml_instances_train/Kakuro-hard-010-sumdiff,2,2,0,true,40,3,31,32,0.50
/home/users/c/d/cderuyck/java/filtered_xml_instances_train/Kakuro-hard-010-sumdiff,2,2,0,true,20,3,14,32,0.60
/home/users/c/d/cderuyck/java/filtered_xml_instances_train/Kakuro-hard-010-sumdiff,2,2,0,true,27,2,21,32,0.70
/home/users/c/d/cderuyck/java/filtered_xml_instances_train/Kakuro-hard-010-sumdiff,2,2,0,true,58,3,48,52,0.80
/home/users/c/d/cderuyck/java/filtered_xml_instances_train/Kakuro-hard-010-sumdiff,20,10,1,true,257,7,212,332,0.90
/home/users/c/d/cderuyck/java/filtered_xml_instances_train/Purdey,2,1,1,true,9,5,3,8,0.10
/home/users/c/d/cderuyck/java/filtered_xml_instances_train/Purdey,2,1,1,true,8,1,7,8,0.20
/home/users/c/d/cderuyck/java/filtered_xml_instances_train/Purdey,2,1,1,true,5,0,3,8,0.30
/home/users/c/d/cderuyck/java/filtered_xml_instances_train/Purdey,2,1,1,true,4,0,2,8,0.40
/home/users/c/d/cderuyck/java/filtered_xml_instances_train/Purdey,2,1,1,true,19,0,17,8,0.50
/home/users/c/d/cderuyck/java/filtered_xml_instances_train/Purdey,2,1,1,true,4,0,2,8,0.60
/home/users/c/d/cderuyck/java/filtered_xml_instances_train/Purdey,2,1,1,true,4,0,2,8,0.70
/home/users/c/d/cderuyck/java/filtered_xml_instances_train/Purdey,2,1,1,true,4,0,2,8,0.80
/home/users/c/d/cderuyck/java/filtered_xml_instances_train/Purdey,2,1,1,true,4,0,2,8,0.90
/home/users/c/d/cderuyck/java/filtered_xml_instances_train/Kakuro-medium-062-sumdiff,2,2,0,true,26,2,21,30,0.10
/home/users/c/d/cderuyck/java/filtered_xml_instances_train/Kakuro-medium-062-sumdiff,2,2,0,true,17,2,13,30,0.20
/home/users/c/d/cderuyck/java/filtered_xml_instances_train/Kakuro-medium-062-sumdiff,2,2,0,true,22,2,18,30,0.30
/home/users/c/d/cderuyck/java/filtered_xml_instances_train/Kakuro-medium-062-sumdiff,2,2,0,true,53,2,47,31,0.40
/home/users/c/d/cderuyck/java/filtered_xml_instances_train/Kakuro-medium-062-sumdiff,2,2,0,true,20,2,14,31,0.50
/home/users/c/d/cderuyck/java/filtered_xml_instances_train/Kakuro-medium-062-sumdiff,2,2,0,true,81,2,76,28,0.60
/home/users/c/d/cderuyck/java/filtered_xml_instances_train/Kakuro-medium-062-sumdiff,2,2,0,true,41,2,36,28,0.70
/home/users/c/d/cderuyck/java/filtered_xml_instances_train/Kakuro-medium-062-sumdiff,2,2,0,true,84,2,72,37,0.80
/home/users/c/d/cderuyck/java/filtered_xml_instances_train/Kakuro-medium-062-sumdiff,40,21,0,true,331,8,287,592,0.90
/home/users/c/d/cderuyck/java/filtered_xml_instances_train/Queens-0009-m1,10898,5100,350,true,17401,414,15317,29724,0.10
/home/users/c/d/cderuyck/java/filtered_xml_instances_train/Queens-0009-m1,10906,5104,350,true,15714,356,13921,29752,0.20
/home/users/c/d/cderuyck/java/filtered_xml_instances_train/Queens-0009-m1,10910,5106,350,true,15802,343,14028,29762,0.30
/home/users/c/d/cderuyck/java/filtered_xml_instances_train/Queens-0009-m1,10910,5106,350,true,15651,344,13870,29760,0.40
/home/users/c/d/cderuyck/java/filtered_xml_instances_train/Queens-0009-m1,10914,5108,350,true,15883,347,14075,29769,0.50
/home/users/c/d/cderuyck/java/filtered_xml_instances_train/Queens-0009-m1,10990,5146,350,true,15393,338,13640,29722,0.60
/home/users/c/d/cderuyck/java/filtered_xml_instances_train/Queens-0009-m1,10990,5146,350,true,15394,337,13647,29722,0.70
/home/users/c/d/cderuyck/java/filtered_xml_instances_train/Queens-0009-m1,10990,5144,352,true,15735,342,13946,29726,0.80
/home/users/c/d/cderuyck/java/filtered_xml_instances_train/Queens-0009-m1,10996,5147,352,true,15811,340,14033,29724,0.90
